Player,Squad,mf_post,mf_role,cm_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,mf_post_score_raw,mf_post_rating_0100,mf_role_score_raw,mf_role_rating_0100,mf_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Andreas Pereira,fulham,AM,AM_CLASSIC_10,,238,br BRA,MF,28.0,1996.0,33,25,2013,22.4,0.09,0.18,0.27,0.09,0.0,0.04,0.31,0.0,0.17,0.13,0.21,0.34,1.29,4.64,3.62,0.09,0.18,0.27,0.09,0.27,0.17,0.21,0.38,0.14,0.34,MF,0.09,1.7,0.36,21.1,1.7,0.36,0.05,0.25,21.8,0.27,0.0,0.04,0.17,0.13,0.08,-0.08,-0.04,,29.9,43.3,69.1,541.9,174.2,13.8,16.6,83.6,11.5,14.6,79.1,3.97,9.73,40.8,0.18,0.21,0.21,-0.03,2.54,2.99,0.85,0.18,4.64,,43.3,34.0,9.15,2.23,0.22,0.36,7.63,0.4,4.87,2.37,2.1,0.0,29.9,0.18,1.16,,4.64,4.65,2.41,1.83,0.0,0.18,0.18,0.04,0.36,0.36,0.18,0.09,0.0,0.0,0.09,0.0,,1.07,0.58,0.36,0.49,0.22,0.45,1.88,23.8,1.43,0.76,0.09,0.67,0.36,1.43,0.76,0.13,,51.3,0.98,7.54,20.8,23.7,2.05,51.2,1.34,0.63,46.7,0.36,26.7,25.8,123.4,59.9,1.29,1.7,0.4,1.29,0.98,30.2,3.62,,0.31,0.0,0.0,1.25,1.07,0.04,7.63,0.36,0.58,0.04,0.0,0.0,4.46,0.58,1.03,36.1,2013,OK,0.32595811234233435,71.875,0.5011521285842707,82.14285714285714,79.4407894736842,32.0,28.0,OK
Emile Smith Rowe,fulham,CM,,CM_BOX_TO_BOX,236,eng ENG,MF,24.0,2000.0,34,25,2043,22.7,0.26,0.13,0.4,0.26,0.0,0.0,0.13,0.0,0.2,0.2,0.06,0.26,2.33,5.55,5.59,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26,MF,0.26,1.63,0.48,29.7,1.63,0.48,0.16,0.55,16.0,0.0,0.0,0.0,0.2,0.2,0.12,0.07,0.07,,40.6,45.1,90.1,578.9,107.0,24.1,26.1,92.6,14.5,15.3,94.8,0.93,1.28,72.4,0.13,0.06,0.09,0.07,1.06,3.52,0.66,0.04,5.55,,45.1,43.4,1.54,0.26,0.09,0.09,0.7,0.13,0.04,0.0,0.0,0.0,40.6,0.13,0.79,,3.22,3.22,2.51,0.0,0.13,0.35,0.09,0.13,0.53,0.53,0.44,0.0,0.04,0.0,0.0,0.04,,1.37,0.79,0.31,0.62,0.44,0.35,1.06,33.3,0.7,0.97,0.09,0.88,0.48,1.85,0.7,0.0,,53.9,0.88,7.31,26.0,21.0,2.64,53.9,1.54,0.7,45.7,0.7,45.7,34.3,164.2,85.1,2.33,1.76,0.53,1.59,0.79,41.4,5.59,,0.13,0.0,0.0,0.84,0.62,0.18,0.7,0.48,0.79,0.0,0.0,0.0,3.3,0.26,0.88,23.1,2043,OK,-0.07299508260158684,52.94117647058824,0.003512696073986988,71.42857142857143,63.72549019607844,17.0,14.0,OK
Sander Berge,fulham,DM,DM_CONTROLLER,,242,no NOR,MF,26.0,1998.0,31,26,2224,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.02,0.02,0.02,0.04,1.17,5.02,0.36,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,MF,0.0,0.12,0.04,33.3,0.12,0.04,0.0,0.0,8.7,0.0,0.0,0.0,0.02,0.02,0.12,-0.02,-0.02,,44.2,48.3,91.5,784.5,187.3,18.3,19.9,92.1,21.3,22.6,94.4,3.89,4.66,83.5,0.0,0.02,0.02,-0.02,0.73,4.7,0.2,0.0,5.02,,48.3,46.6,1.66,1.62,0.12,0.28,0.12,0.04,0.0,0.0,0.0,0.0,44.2,0.0,0.32,,1.94,1.94,1.74,0.04,0.04,0.04,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,,2.02,1.21,0.93,0.93,0.16,1.09,1.58,69.2,0.49,1.09,0.32,0.77,0.85,2.87,1.54,0.04,,56.0,3.28,15.1,32.3,8.79,0.57,56.0,0.81,0.45,55.0,0.24,30.0,32.6,180.9,83.6,1.17,1.01,0.08,0.61,0.65,36.1,0.36,,0.24,0.0,0.0,1.26,0.4,0.0,0.12,0.85,1.21,0.0,0.0,0.0,5.1,1.13,0.89,56.0,2224,OK,-0.03671478331198126,53.2258064516129,0.02208119420140453,62.06896551724138,59.801488833746895,62.0,29.0,OK
Saša Lukić,fulham,DM,DM_DEEP_CM,,239,rs SRB,MF,27.0,1996.0,30,28,2344,26.0,0.0,0.08,0.08,0.0,0.0,0.0,0.46,0.0,0.05,0.05,0.1,0.15,1.5,3.77,1.27,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,MF,0.0,0.69,0.08,11.1,0.69,0.08,0.0,0.0,20.2,0.0,0.0,0.0,0.05,0.05,0.06,-0.05,-0.05,,42.3,48.5,87.3,720.4,178.3,20.0,21.7,91.9,18.3,20.0,91.6,3.5,4.96,70.5,0.08,0.1,0.05,-0.03,1.0,4.0,0.65,0.27,3.77,,48.5,45.0,3.35,1.46,0.04,0.15,2.38,0.04,1.62,0.46,0.92,0.0,42.3,0.08,0.88,,2.12,2.11,1.38,0.46,0.0,0.19,0.04,0.04,0.15,0.15,0.12,0.0,0.0,0.04,0.0,0.0,,2.62,1.5,0.85,1.54,0.23,0.88,2.12,41.8,1.23,0.77,0.27,0.5,1.08,3.69,1.35,0.04,,57.4,2.19,12.8,32.4,12.7,0.81,57.4,0.65,0.31,47.1,0.19,29.4,31.7,170.3,84.2,1.5,1.54,0.15,0.88,0.31,37.0,1.27,,0.46,0.0,0.0,2.54,1.0,0.0,2.38,1.08,1.5,0.0,0.04,0.0,4.19,0.73,0.96,43.2,2344,OK,0.20996918117408087,67.74193548387096,-0.19287165447238908,44.44444444444444,52.76497695852534,62.0,18.0,OK
Harrison Reed,fulham,CM,,CM_BOX_TO_BOX,237,eng ENG,MF,29.0,1995.0,12,0,108,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.17,0.17,0.08,0.25,0.83,3.33,5.83,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,MF,0.0,2.5,1.67,66.7,2.5,1.67,0.0,0.0,21.7,0.0,0.0,0.0,0.17,0.17,0.08,-0.17,-0.17,,32.5,45.8,70.9,458.3,115.0,17.5,20.0,87.5,10.8,14.2,76.5,1.67,4.17,40.0,0.0,0.08,0.08,-0.08,0.83,0.83,0.83,0.0,3.33,,45.8,38.3,6.67,4.17,0.0,0.0,5.0,0.0,0.83,0.0,0.83,0.0,32.5,0.83,2.5,,0.83,0.89,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.5,2.5,1.67,0.83,0.83,2.5,33.3,1.67,0.83,0.0,0.83,0.83,5.83,2.5,0.0,,65.0,1.67,9.17,23.3,33.3,4.17,65.0,1.67,0.0,0.0,0.83,50.0,25.8,79.2,22.5,0.83,0.83,0.0,1.67,1.67,31.7,5.83,,1.67,0.0,0.0,5.0,1.67,0.0,5.0,0.83,2.5,0.0,0.83,0.0,8.33,0.83,1.67,33.3,108,LOW_MIN,-0.4031711821983284,23.52941176470588,-0.34745134361288565,28.57142857142857,26.470588235294116,17.0,14.0,OK
Joshua King,fulham,AM,AM_CLASSIC_10,,240,eng ENG,MF,17.0,2007.0,8,1,130,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.29,0.5,2.14,6.43,11.4,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.51,0.22,0.51,MF,0.0,2.14,0.0,0.0,2.08,0.0,0.0,,9.0,0.0,0.0,0.0,0.21,0.21,0.11,-0.21,-0.21,,38.6,45.7,84.4,662.9,122.9,20.7,22.9,90.6,15.0,17.1,87.5,2.14,2.86,75.0,0.0,0.29,0.5,-0.29,2.14,3.57,1.43,0.0,6.43,,45.7,45.0,0.71,0.0,0.0,0.71,1.43,0.0,0.0,0.0,0.0,0.0,38.6,0.0,2.14,,5.71,5.54,4.29,0.0,0.71,0.71,0.0,0.0,1.43,1.38,1.43,0.0,0.0,0.0,0.0,0.0,,5.0,3.57,2.14,2.86,0.0,0.0,2.14,0.0,2.14,2.14,0.0,2.14,0.71,5.71,0.71,0.0,,62.1,1.43,8.57,22.1,32.9,7.14,62.1,5.71,2.86,50.0,2.86,50.0,31.4,239.3,98.6,2.14,2.86,0.0,0.71,4.29,42.9,11.4,,0.0,0.0,0.0,2.14,1.43,0.0,1.43,0.71,3.57,0.0,0.0,0.0,3.57,0.71,1.43,33.3,130,LOW_MIN,0.03394194269479828,59.375,0.15899987872976046,67.85714285714286,65.625,32.0,28.0,OK
Tom Cairney,fulham,CM,,CM_BOX_TO_BOX,241,sct SCO,MF,33.0,1991.0,25,3,628,7.0,0.29,0.0,0.29,0.29,0.0,0.0,0.43,0.14,0.11,0.11,0.16,0.26,2.57,7.57,4.71,0.29,0.0,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26,MF,0.29,1.57,0.57,36.4,1.58,0.57,0.18,0.5,20.4,0.29,0.0,0.0,0.11,0.11,0.07,0.17,0.17,,81.3,89.6,90.7,1307.3,272.9,45.1,48.0,94.0,29.4,31.9,92.4,6.0,7.71,77.8,0.0,0.16,0.17,-0.16,1.57,7.57,1.0,0.43,7.57,,89.6,86.0,3.57,1.57,0.0,0.29,2.86,0.14,1.14,0.43,0.43,0.0,81.3,0.0,1.14,,4.71,4.71,4.0,0.29,0.0,0.29,0.14,0.0,0.43,0.43,0.43,0.0,0.0,0.0,0.0,0.0,,1.86,0.71,0.71,0.29,0.86,0.57,1.0,57.1,0.43,1.0,0.14,0.86,0.57,2.43,0.43,0.14,,97.6,1.71,17.6,49.6,31.9,2.57,97.6,1.86,0.71,38.5,0.57,30.8,65.1,311.3,149.6,2.57,2.43,0.57,0.86,0.57,79.0,4.71,,0.43,0.14,0.0,1.14,2.71,0.0,2.86,0.57,0.71,0.0,0.0,0.0,7.43,0.71,1.29,35.7,628,LOW_MIN,1.0940688712137534,100.0,1.2081707368503358,100.0,100.0,17.0,14.0,OK
Kalvin Phillips,ipswich town,DM,DM_CONTROLLER,,268,eng ENG,MF,28.0,1995.0,19,14,1237,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.07,0.03,0.03,0.01,0.05,0.29,3.72,0.29,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,MF,0.0,0.8,0.15,18.2,0.8,0.15,0.0,0.0,24.3,0.22,0.0,0.0,0.03,0.03,0.04,-0.03,-0.03,,31.8,40.2,79.1,626.4,180.6,11.8,14.2,83.1,15.2,17.5,86.7,4.38,7.15,61.2,0.0,0.01,0.04,-0.01,0.36,3.58,0.44,0.07,3.72,,40.2,37.2,2.92,1.97,0.07,0.44,1.46,0.15,0.8,0.58,0.15,0.07,31.8,0.07,0.66,,1.24,1.24,0.95,0.22,0.0,0.07,0.0,0.0,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,,2.55,1.39,0.58,1.46,0.51,1.09,2.85,38.5,1.75,2.55,0.44,2.12,1.39,3.94,2.7,0.15,,53.9,4.45,16.3,29.1,8.91,0.36,53.9,0.88,0.36,41.7,0.44,50.0,22.6,108.7,41.5,0.29,0.36,0.0,1.82,0.73,28.8,0.29,,0.44,0.07,0.07,2.04,1.46,0.0,1.46,1.39,1.39,0.0,0.0,0.0,4.96,0.51,1.61,24.1,1237,OK,-0.4788206307537245,12.903225806451612,-0.39096686041415923,13.793103448275861,13.56492969396195,62.0,29.0,OK
Jens Cajuste,ipswich town,DM,DM_DESTROYER,,272,se SWE,MF,24.0,1999.0,30,25,1959,21.8,0.05,0.05,0.09,0.05,0.0,0.0,0.09,0.0,0.03,0.03,0.04,0.07,1.19,2.71,0.92,0.05,0.05,0.09,0.05,0.09,0.03,0.04,0.07,0.03,0.07,MF,0.05,0.55,0.05,8.3,0.55,0.05,0.08,1.0,19.7,0.0,0.0,0.0,0.03,0.03,0.05,0.01,0.01,,29.7,35.9,82.6,486.1,102.2,13.8,15.5,89.1,13.8,16.1,85.2,1.42,2.8,50.8,0.05,0.04,0.03,0.01,0.6,2.34,0.28,0.05,2.71,,35.9,33.0,2.94,1.06,0.05,0.23,0.46,1.88,0.0,0.0,0.0,0.0,29.7,0.0,0.55,,1.65,1.65,1.28,0.09,0.18,0.0,0.05,0.05,0.09,0.09,0.05,0.0,0.05,0.0,0.0,0.0,,2.02,1.01,0.87,1.06,0.09,0.96,2.25,42.9,1.28,1.15,0.46,0.69,1.28,3.3,1.51,0.09,,46.7,2.8,13.1,24.3,9.95,0.69,46.7,2.43,1.28,52.8,0.87,35.8,22.1,119.7,61.0,1.19,1.06,0.14,1.06,0.78,27.2,0.92,,0.09,0.0,0.0,1.1,1.01,0.0,0.46,1.28,1.01,0.0,0.0,0.0,4.91,0.6,1.01,37.1,1959,OK,-0.4288243885676203,14.516129032258066,-0.04461523302901666,40.0,29.806451612903228,62.0,15.0,OK
Sam Morsy,ipswich town,DM,DM_CONTROLLER,,269,eg EGY,MF,32.0,1991.0,33,31,2751,30.6,0.03,0.03,0.07,0.03,0.0,0.0,0.33,0.0,0.01,0.01,0.04,0.05,0.72,3.92,0.42,0.03,0.03,0.07,0.03,0.07,0.01,0.04,0.05,0.01,0.05,MF,0.03,0.42,0.1,23.1,0.43,0.1,0.08,0.33,27.2,0.0,0.0,0.0,0.01,0.01,0.03,0.02,0.02,,40.8,47.2,86.4,658.2,182.3,20.8,22.4,92.9,16.4,17.8,91.9,2.58,4.54,56.8,0.03,0.04,0.05,-0.01,0.78,4.87,0.56,0.13,3.92,,47.2,45.4,1.63,1.6,0.07,0.16,0.49,0.0,0.0,0.0,0.0,0.0,40.8,0.23,0.72,,1.67,1.67,1.5,0.13,0.0,0.0,0.03,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,,2.22,1.34,1.31,0.78,0.13,0.88,2.03,43.5,1.14,1.11,0.42,0.69,0.95,3.17,1.54,0.16,,55.0,3.17,16.3,31.1,8.1,0.2,55.0,0.95,0.56,58.6,0.29,31.0,27.8,151.9,68.7,0.72,0.78,0.1,0.56,0.42,37.2,0.42,,0.33,0.0,0.0,1.57,0.88,0.0,0.49,0.95,1.34,0.0,0.03,0.03,5.13,0.59,0.78,42.9,2751,OK,-0.24550622214521614,30.64516129032258,-0.1751791376974237,20.689655172413794,23.242349048800662,62.0,29.0,OK
Marcus Harness,ipswich town,AM,AM_CLASSIC_10,,271,eng ENG,MF,28.0,1996.0,2,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,20.0,32.0,62.5,178.0,46.0,18.0,22.0,81.8,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4.0,0.0,4.0,,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,6.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,,44.0,8.0,14.0,4.0,26.0,6.0,44.0,2.0,0.0,0.0,2.0,100.0,18.0,98.0,28.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,45,LOW_MIN,-0.7004097003474422,28.125,-0.5799454316555382,32.142857142857146,31.085526315789476,32.0,28.0,OK
Massimo Luongo,ipswich town,DM,DM_CONTROLLER,,270,au AUS,MF,31.0,1992.0,11,2,201,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,22.7,30.0,75.8,328.2,83.2,13.6,15.5,88.2,6.82,9.09,75.0,1.36,3.64,37.5,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,2.73,,30.0,29.1,0.45,0.45,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,22.7,0.45,0.45,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.09,2.73,2.73,0.91,0.45,2.27,3.64,62.5,1.36,1.82,0.91,0.91,0.91,5.0,0.91,0.0,,39.5,4.09,15.5,15.0,9.09,0.91,39.5,0.0,0.0,,0.0,,20.9,83.6,12.3,0.0,0.0,0.0,0.91,1.36,22.7,0.45,,0.0,0.0,0.0,0.45,0.91,0.0,0.45,0.91,2.73,0.0,0.0,0.0,4.55,0.91,0.0,100.0,201,LOW_MIN,-1.3484453303202253,4.838709677419355,-1.3032466751266065,6.896551724137931,6.368899917287013,62.0,29.0,OK
Jack Taylor,ipswich town,DM,DM_DEEP_CM,,267,ie IRL,MF,26.0,1998.0,32,4,860,9.6,0.1,0.0,0.1,0.1,0.0,0.0,0.42,0.0,0.07,0.07,0.05,0.14,1.15,4.48,2.4,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13,MF,0.1,1.98,0.42,21.1,1.99,0.42,0.05,0.25,23.9,0.0,0.0,0.0,0.07,0.07,0.04,0.03,0.03,,36.4,43.9,82.9,644.6,174.3,16.3,18.4,88.1,16.5,18.8,87.8,3.02,5.0,60.4,0.0,0.05,0.08,-0.05,0.52,3.13,0.83,0.1,4.48,,43.9,42.8,1.04,0.21,0.21,0.31,0.73,0.0,0.31,0.31,0.0,0.0,36.4,0.0,0.52,,2.29,2.3,1.56,0.1,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,,2.08,1.04,0.63,1.15,0.31,1.25,2.81,44.4,1.56,1.25,0.31,0.94,0.94,3.02,2.5,0.0,,55.6,3.33,16.8,29.3,10.7,0.83,55.6,1.15,0.42,36.4,0.42,36.4,26.5,156.9,82.4,1.15,1.04,0.1,1.04,0.63,35.9,2.4,,0.42,0.0,0.0,1.67,0.52,0.0,0.73,0.94,1.04,0.0,0.0,0.0,5.52,0.73,0.83,46.7,860,OK,0.030075766818096667,59.67741935483871,-0.4364971304785252,11.11111111111111,28.45622119815668,62.0,18.0,OK
Michael Golding,leicester city,AM,AM_CLASSIC_10,,303,eng ENG,MF,18.0,2006.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,LOW_MIN,-0.789232557962694,14.0625,-0.6712046903801004,16.071428571428573,15.542763157894738,32.0,28.0,OK
Oliver Skipp,leicester city,DM,DM_DESTROYER,,301,eng ENG,MF,23.0,2000.0,24,10,1129,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.03,0.03,0.02,0.05,1.28,2.8,1.52,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,MF,0.0,0.4,0.08,20.0,0.4,0.08,0.0,0.0,19.4,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,,33.5,40.2,83.5,511.9,125.4,17.1,19.8,86.6,13.0,14.2,91.6,1.68,2.88,58.3,0.0,0.02,0.02,-0.02,0.72,2.56,0.32,0.0,2.8,,40.2,39.8,0.32,0.24,0.16,0.0,0.4,0.08,0.0,0.0,0.0,0.0,33.5,0.08,0.96,,1.2,1.2,1.04,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.68,0.32,0.48,0.96,0.24,0.72,1.2,60.0,0.48,1.84,0.56,1.28,0.88,2.56,0.88,0.16,,49.0,2.32,11.3,30.6,7.36,0.72,49.0,0.96,0.56,58.3,0.4,41.7,27.8,111.4,51.5,1.28,0.56,0.24,0.96,0.56,33.5,1.52,,0.64,0.0,0.0,1.68,1.04,0.0,0.4,0.88,0.32,0.0,0.0,0.0,3.68,0.96,0.48,66.7,1129,OK,-0.529483870321047,9.67741935483871,-0.1703973542972393,26.666666666666668,19.870967741935484,62.0,15.0,OK
Harry Winks,leicester city,DM,DM_CONTROLLER,,299,eng ENG,MF,28.0,1996.0,22,17,1538,17.1,0.0,0.12,0.12,0.0,0.0,0.0,0.23,0.0,0.01,0.01,0.07,0.09,1.11,5.91,0.64,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09,MF,0.0,0.58,0.23,40.0,0.59,0.23,0.0,0.0,29.2,0.0,0.0,0.0,0.01,0.01,0.02,-0.01,-0.01,,53.2,61.1,87.1,824.6,295.2,27.5,29.9,92.2,21.2,23.2,91.2,2.57,4.44,57.9,0.12,0.07,0.09,0.05,0.99,6.43,0.41,0.29,5.91,,61.1,57.4,3.57,2.05,0.23,0.12,1.99,0.29,0.94,0.64,0.18,0.0,53.2,0.18,0.64,,2.28,2.28,1.7,0.41,0.06,0.06,0.06,0.0,0.18,0.18,0.12,0.06,0.0,0.0,0.0,0.0,,1.4,0.64,0.7,0.58,0.12,0.76,1.75,43.3,0.99,1.11,0.41,0.7,0.53,1.93,1.17,0.0,,67.7,2.87,16.1,43.6,8.83,0.06,67.7,0.7,0.18,25.0,0.47,66.7,40.7,191.1,89.0,1.11,0.76,0.0,0.76,0.47,48.4,0.64,,0.23,0.0,0.0,0.53,0.76,0.0,1.99,0.53,0.64,0.0,0.0,0.0,6.2,0.47,0.35,57.1,1538,OK,0.33721379153571507,75.80645161290323,0.4330309359270785,79.3103448275862,78.41191066997519,62.0,29.0,OK
Boubakary Soumaré,leicester city,DM,DM_CONTROLLER,,300,fr FRA,MF,25.0,1999.0,31,25,2171,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.01,0.01,0.02,0.03,1.41,4.36,0.95,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,MF,0.0,0.29,0.0,0.0,0.29,0.0,0.0,,23.4,0.0,0.0,0.0,0.01,0.01,0.04,-0.01,-0.01,,44.5,51.2,87.0,671.8,179.9,24.1,26.2,91.9,17.2,19.5,87.9,1.74,2.49,70.0,0.0,0.02,0.04,-0.02,0.46,3.94,0.66,0.12,4.36,,51.2,50.6,0.46,0.33,0.12,0.04,0.41,0.12,0.0,0.0,0.0,0.0,44.5,0.12,0.62,,1.45,1.45,1.12,0.0,0.21,0.04,0.08,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,,1.54,0.83,1.0,0.5,0.04,0.87,1.37,63.6,0.5,0.91,0.41,0.5,1.12,2.66,1.41,0.17,,59.8,3.03,16.0,37.5,6.89,0.75,59.8,1.87,1.12,60.0,0.58,31.1,35.1,162.0,83.4,1.41,0.79,0.17,1.0,0.91,42.0,0.95,,0.33,0.0,0.0,1.0,0.95,0.0,0.41,1.12,0.83,0.0,0.0,0.0,5.81,0.87,0.46,65.6,2171,OK,-0.06748649931897031,46.774193548387096,-0.017954955523774695,58.620689655172406,55.58312655086848,62.0,29.0,OK
