Player,Squad,fw_post,fw_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,fw_post_score_raw,fw_post_rating_0100,fw_role_score_raw,fw_role_rating_0100,fw_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Jamie Vardy,leicester city,ST,ST_FINISHER,309,eng ENG,FW,37.0,1987.0,35,35,2823,31.4,0.29,0.13,0.41,0.25,0.03,0.06,0.16,0.0,0.36,0.31,0.1,0.4,0.92,0.7,3.82,0.29,0.13,0.41,0.26,0.38,0.36,0.1,0.45,0.31,0.4,FW,0.29,1.78,0.73,41.1,1.79,0.73,0.14,0.35,12.1,0.03,0.03,0.06,0.36,0.31,0.17,-0.07,-0.05,,8.22,12.4,66.3,120.3,13.5,4.49,6.05,74.2,2.74,3.63,75.4,0.48,0.7,68.2,0.13,0.1,0.08,0.03,0.61,0.35,0.32,0.03,0.7,,12.4,10.7,1.5,0.0,0.03,0.03,0.35,0.0,0.0,0.0,0.0,0.0,8.22,0.22,0.48,,1.5,1.5,1.05,0.0,0.19,0.06,0.19,0.0,0.32,0.32,0.16,0.0,0.06,0.03,0.06,0.0,,0.61,0.41,0.22,0.22,0.16,0.13,0.41,30.8,0.29,0.25,0.13,0.13,0.16,0.76,0.76,0.0,,18.7,0.96,1.94,8.66,8.28,3.54,18.6,0.73,0.35,47.8,0.32,43.5,9.08,47.9,22.8,0.92,0.41,0.51,1.08,0.45,12.2,3.82,,0.16,0.0,0.0,0.8,0.73,0.86,0.35,0.16,0.41,0.06,0.0,0.0,1.24,1.59,1.75,47.6,2823,OK,-0.12142278152407081,39.02439024390244,0.19049801984173517,53.333333333333336,49.75609756097561,41.0,30.0,OK
Jake Evans,leicester city,ST,ST_FINISHER,313,eng ENG,FW,15.0,2008.0,4,0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,6.67,10.0,66.7,80.0,30.0,3.33,3.33,100.0,3.33,6.67,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.33,3.33,0.0,0.0,3.33,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,3.33,3.33,0.0,,16.7,0.0,3.33,10.0,3.33,0.0,16.7,0.0,0.0,,0.0,,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,10.0,3.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,24,LOW_MIN,-1.1980843476589154,14.634146341463413,-0.9998359156862904,16.666666666666664,16.15853658536585,41.0,30.0,OK
Odsonne Édouard,leicester city,NON_ST,INSIDE_FORWARD,314,fr FRA,FW,26.0,1998.0,4,0,29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,FW,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,20.0,26.7,75.0,196.7,16.7,10.0,13.3,75.0,3.33,3.33,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,3.33,,26.7,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.33,,6.67,6.21,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.33,3.33,3.33,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,,66.7,3.33,6.67,23.3,36.7,20.0,66.7,6.67,3.33,50.0,3.33,50.0,36.7,83.3,6.67,0.0,0.0,3.33,23.3,6.67,43.3,6.67,,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,3.33,3.33,3.33,50.0,29,LOW_MIN,0.018175734897939576,54.54545454545454,-0.05955907022952388,57.692307692307686,56.81818181818181,44.0,26.0,OK
Abdul Fatawu Issahaku,leicester city,NON_ST,WIDE_WINGER,312,gh GHA,FW,20.0,2004.0,11,6,579,6.4,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.25,0.31,6.56,2.66,9.38,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31,FW,0.0,2.03,0.78,38.5,2.02,0.78,0.0,0.0,31.2,0.0,0.0,0.0,0.06,0.06,0.03,-0.06,-0.06,,19.2,30.8,62.4,335.9,93.9,9.22,12.7,72.8,7.03,9.22,76.3,2.5,5.16,48.5,0.31,0.25,0.22,0.06,0.94,1.09,1.09,0.31,2.66,,30.8,29.1,1.72,0.16,0.31,0.31,4.69,1.41,0.16,0.0,0.0,0.0,19.2,0.0,2.81,,2.66,2.64,1.56,0.0,0.31,0.16,0.63,0.0,0.47,0.47,0.31,0.0,0.0,0.16,0.0,0.0,,3.28,2.34,2.03,0.31,0.94,1.72,2.97,57.9,1.25,1.09,0.0,1.09,0.63,3.91,1.88,0.0,,50.9,2.97,11.4,17.8,24.5,4.06,50.9,10.8,4.53,42.0,4.38,40.6,33.9,292.0,164.8,6.56,3.75,2.34,2.81,1.88,33.8,9.38,,0.0,0.0,0.0,1.72,3.13,0.31,4.69,0.63,2.34,0.0,0.0,0.0,5.94,2.19,2.03,51.9,579,LOW_MIN,0.6474450312695401,90.9090909090909,0.6920147579255362,100.0,96.75324675324676,44.0,18.0,OK
Bobby De Cordova-Reid,leicester city,NON_ST,INSIDE_FORWARD,315,jm JAM,FW,31.0,1993.0,23,9,744,8.3,0.12,0.24,0.36,0.12,0.0,0.0,0.24,0.0,0.1,0.1,0.14,0.24,1.69,1.81,5.78,0.12,0.24,0.36,0.12,0.36,0.1,0.15,0.24,0.1,0.24,FW,0.12,0.84,0.36,42.9,0.85,0.36,0.14,0.33,25.1,0.0,0.0,0.0,0.1,0.1,0.11,0.02,0.02,,17.5,24.8,70.4,226.9,70.7,10.6,13.0,81.5,4.7,6.39,73.6,0.6,1.81,33.3,0.24,0.14,0.02,0.1,0.72,1.08,0.6,0.0,1.81,,24.8,23.9,0.96,0.12,0.0,0.0,1.81,0.72,0.0,0.0,0.0,0.0,17.5,0.0,1.81,,1.57,1.57,0.96,0.0,0.0,0.36,0.24,0.0,0.36,0.36,0.12,0.0,0.0,0.12,0.12,0.0,,1.08,0.48,0.36,0.72,0.0,0.48,1.69,28.6,1.2,0.72,0.12,0.6,0.0,1.08,1.2,0.0,,32.8,1.81,5.9,13.7,13.1,1.93,32.8,1.2,0.0,0.0,0.96,80.0,21.0,98.3,46.9,1.69,0.6,0.72,1.33,1.2,22.7,5.78,,0.24,0.0,0.0,1.08,1.08,0.48,1.81,0.0,0.48,0.12,0.0,0.0,3.49,0.72,1.69,30.0,744,OK,-0.6891236667735602,6.8181818181818175,-0.6004816788081365,11.538461538461538,10.227272727272728,44.0,26.0,OK
Kasey McAteer,leicester city,NON_ST,INSIDE_FORWARD,310,ie IRL,FW,22.0,2001.0,18,9,852,9.5,0.11,0.11,0.21,0.11,0.0,0.0,0.32,0.0,0.11,0.11,0.07,0.18,2.0,1.47,7.47,0.11,0.11,0.21,0.11,0.21,0.11,0.08,0.18,0.11,0.18,FW,0.11,1.37,0.74,53.8,1.37,0.74,0.08,0.14,16.4,0.0,0.0,0.0,0.11,0.11,0.08,0.0,0.0,,19.3,26.5,72.6,269.1,64.5,12.4,14.7,84.3,5.68,7.58,75.0,0.63,1.26,50.0,0.11,0.07,0.06,0.03,0.95,1.37,0.63,0.21,1.47,,26.5,25.4,0.74,0.0,0.0,0.0,2.21,0.74,0.0,0.0,0.0,0.0,19.3,0.42,1.37,,2.11,2.11,1.89,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.11,0.0,0.0,0.0,0.11,0.0,,2.42,1.68,1.16,0.95,0.32,1.47,3.05,48.3,1.58,1.89,0.21,1.68,0.53,2.95,1.58,0.0,,39.9,2.21,8.0,14.8,17.8,3.16,39.9,2.63,0.63,24.0,1.58,60.0,23.6,153.2,60.5,2.0,1.16,0.95,2.11,1.68,25.6,7.47,,0.32,0.0,0.0,1.89,1.58,0.32,2.21,0.53,1.68,0.0,0.0,0.0,4.74,1.37,1.79,43.3,852,OK,-0.3917647881484213,22.727272727272727,-0.29303607812104915,26.923076923076923,25.757575757575758,44.0,26.0,OK
Darwin Núñez,liverpool,ST,ST_RUNNER,336,uy URU,FW,25.0,1999.0,30,8,1133,12.6,0.4,0.16,0.56,0.4,0.0,0.0,0.63,0.0,0.46,0.46,0.1,0.56,1.83,2.14,6.19,0.4,0.16,0.56,0.4,0.56,0.46,0.1,0.57,0.46,0.57,FW,0.4,2.7,1.03,38.2,2.7,1.03,0.15,0.38,14.3,0.0,0.0,0.0,0.46,0.46,0.17,-0.06,-0.06,,12.9,18.3,70.9,189.7,46.6,7.06,8.81,80.2,3.81,5.16,73.8,1.03,1.59,65.0,0.16,0.1,0.04,0.06,0.87,0.71,0.24,0.08,2.14,,18.3,17.9,0.32,0.0,0.08,0.48,0.24,0.16,0.0,0.0,0.0,0.0,12.9,0.08,1.03,,2.46,2.46,1.67,0.0,0.32,0.08,0.16,0.24,0.32,0.32,0.24,0.0,0.0,0.0,0.08,0.0,,1.67,1.43,0.87,0.32,0.48,0.56,1.43,38.9,0.87,0.48,0.0,0.48,0.32,1.98,0.95,0.0,,29.0,0.79,3.57,9.68,16.7,5.87,29.0,1.83,0.63,34.8,1.11,60.9,16.0,84.4,45.1,1.83,1.51,0.95,1.9,1.67,19.7,6.19,,0.63,0.0,0.0,2.14,1.11,0.95,0.24,0.32,1.43,0.08,0.0,0.0,3.25,1.59,2.62,37.7,1133,OK,0.6232091754158114,80.48780487804879,0.04404928339791673,71.42857142857143,76.75753228120517,41.0,7.0,OK
Diogo Jota,liverpool,ST,ST_LINK,337,pt POR,FW,27.0,1996.0,26,14,1196,13.3,0.45,0.23,0.68,0.45,0.0,0.0,0.15,0.0,0.59,0.59,0.14,0.74,2.78,2.56,6.62,0.45,0.23,0.68,0.45,0.68,0.6,0.14,0.74,0.6,0.74,FW,0.45,3.83,0.98,25.5,3.84,0.98,0.12,0.46,12.4,0.0,0.0,0.0,0.59,0.59,0.16,-0.14,-0.14,,16.2,23.3,69.7,249.1,62.3,8.5,11.1,76.9,5.94,7.82,76.0,0.98,1.73,56.5,0.23,0.14,0.08,0.09,0.83,2.18,0.23,0.08,2.56,,23.3,22.9,0.23,0.0,0.08,0.15,0.6,0.08,0.0,0.0,0.0,0.0,16.2,0.15,1.13,,2.78,2.79,1.8,0.0,0.45,0.38,0.08,0.08,0.68,0.68,0.38,0.0,0.15,0.08,0.08,0.0,,1.05,0.6,0.15,0.6,0.3,0.53,1.43,36.8,0.9,0.68,0.0,0.68,0.6,1.65,0.45,0.0,,36.5,0.45,2.63,14.9,19.5,7.29,36.5,2.48,0.83,33.3,1.5,60.6,19.8,112.8,59.8,2.78,1.73,1.58,3.01,1.65,25.0,6.62,,0.15,0.0,0.0,1.73,1.05,0.08,0.6,0.6,0.6,0.08,0.0,0.0,3.08,1.65,2.41,40.7,1196,OK,1.2129833950074989,97.5609756097561,0.28316177795161107,75.0,91.11498257839722,41.0,4.0,LOW_SAMPLE
Cody Gakpo,liverpool,NON_ST,WIDE_WINGER,338,nl NED,FW,25.0,1999.0,35,23,1935,21.5,0.47,0.19,0.65,0.47,0.0,0.0,0.23,0.0,0.33,0.33,0.2,0.53,2.74,2.42,12.9,0.47,0.19,0.65,0.47,0.65,0.33,0.2,0.53,0.33,0.53,FW,0.47,2.65,1.02,38.6,2.65,1.02,0.18,0.45,15.1,0.0,0.0,0.0,0.33,0.33,0.12,0.13,0.13,,22.3,29.5,75.7,319.5,77.0,13.9,16.0,86.9,6.93,10.5,66.2,0.88,1.67,52.8,0.19,0.2,0.18,-0.02,1.77,1.12,1.26,0.37,2.42,,29.5,28.7,0.74,0.19,0.14,0.19,3.44,0.51,0.05,0.0,0.0,0.0,22.3,0.09,0.47,,3.72,3.72,2.65,0.0,0.42,0.33,0.23,0.09,0.37,0.37,0.14,0.0,0.14,0.05,0.05,0.0,,1.3,0.74,0.28,0.6,0.42,0.6,1.16,52.0,0.56,1.07,0.14,0.93,0.56,1.86,0.88,0.05,,41.3,1.3,4.23,12.0,25.9,5.12,41.3,2.84,1.44,50.8,0.98,34.4,28.1,200.9,102.7,2.74,1.58,1.3,2.09,1.12,31.5,12.9,,0.23,0.0,0.0,0.93,1.44,0.23,3.44,0.56,0.74,0.05,0.0,0.0,3.58,0.79,1.21,39.5,1935,OK,0.047750249558165904,59.09090909090909,0.15220031606709908,66.66666666666666,63.96103896103895,44.0,18.0,OK
Luis Díaz,liverpool,NON_ST,INSIDE_FORWARD,339,co COL,FW,27.0,1997.0,36,28,2399,26.7,0.49,0.19,0.67,0.49,0.0,0.0,0.07,0.0,0.45,0.45,0.19,0.64,4.04,4.12,11.0,0.49,0.19,0.68,0.49,0.68,0.45,0.19,0.64,0.45,0.64,FW,0.49,2.66,1.12,42.3,2.66,1.13,0.18,0.43,13.4,0.0,0.0,0.0,0.45,0.45,0.17,0.04,0.04,,27.6,32.7,84.2,441.5,94.9,14.8,16.7,88.5,9.51,11.0,86.1,2.25,2.77,81.1,0.19,0.19,0.17,0.0,2.1,1.8,1.72,0.22,4.12,,32.7,32.0,0.64,0.07,0.07,0.34,1.2,0.52,0.04,0.0,0.0,0.0,27.6,0.07,0.9,,4.38,4.39,3.3,0.0,0.6,0.34,0.15,0.0,0.6,0.6,0.49,0.0,0.04,0.0,0.07,0.0,,1.46,0.97,0.49,0.75,0.22,0.56,1.46,38.5,0.9,0.71,0.0,0.71,0.26,1.72,0.26,0.04,,44.3,0.64,3.37,15.3,26.4,6.25,44.3,4.34,1.99,45.7,1.91,44.0,29.2,213.9,110.9,4.04,2.06,2.1,2.06,1.84,34.9,11.0,,0.07,0.0,0.0,1.8,1.16,0.37,1.2,0.26,0.97,0.07,0.0,0.0,3.93,0.49,1.42,25.5,2399,OK,0.18472556455342856,65.9090909090909,0.20959445363630685,65.38461538461539,65.53030303030303,44.0,26.0,OK
Mohamed Salah,liverpool,NON_ST,INSIDE_FORWARD,335,eg EGY,FW,32.0,1992.0,38,38,3371,37.5,0.77,0.48,1.25,0.53,0.24,0.24,0.03,0.0,0.67,0.49,0.38,0.86,4.13,3.84,13.0,0.77,0.48,1.25,0.53,1.01,0.67,0.38,1.05,0.49,0.87,FW,0.77,3.23,1.33,41.3,3.23,1.33,0.17,0.4,14.5,0.03,0.24,0.24,0.67,0.49,0.15,0.1,0.05,,23.8,33.7,70.6,355.8,104.5,13.4,16.0,83.4,8.05,11.5,69.7,1.57,2.67,59.0,0.48,0.38,0.24,0.1,2.35,1.41,2.48,0.4,3.84,,33.7,32.7,0.8,0.19,0.51,0.08,2.11,0.61,0.0,0.0,0.0,0.0,23.8,0.16,1.65,,4.51,4.51,3.28,0.05,0.59,0.37,0.13,0.08,0.72,0.72,0.53,0.0,0.13,0.05,0.0,0.0,,0.56,0.29,0.19,0.13,0.24,0.21,0.45,47.1,0.24,0.32,0.0,0.32,0.24,0.8,0.13,0.0,,45.2,0.29,2.59,13.3,29.8,9.49,45.0,3.65,1.55,42.3,1.92,52.6,30.7,184.2,98.7,4.13,1.57,3.39,3.09,1.79,37.5,13.0,,0.03,0.0,0.0,0.67,1.04,0.48,2.11,0.24,0.29,0.0,0.0,0.0,2.69,0.24,0.37,39.1,3371,OK,0.6066489816877834,88.63636363636364,0.6192786448198364,88.46153846153845,88.51010101010101,44.0,26.0,OK
Federico Chiesa,liverpool,NON_ST,WIDE_WINGER,340,it ITA,FW,26.0,1997.0,6,1,108,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.17,0.42,2.5,2.5,5.83,0.0,0.0,0.0,0.0,0.0,0.28,0.15,0.43,0.28,0.43,FW,0.0,4.17,1.67,40.0,4.17,1.67,0.0,0.0,20.4,0.0,0.0,0.0,0.25,0.25,0.07,-0.25,-0.25,,22.5,25.8,87.1,310.8,109.2,14.2,15.0,94.4,5.0,6.67,75.0,1.67,1.67,100.0,0.0,0.17,0.17,-0.17,1.67,3.33,0.83,0.0,2.5,,25.8,25.0,0.83,0.0,0.0,0.0,1.67,0.83,0.0,0.0,0.0,0.0,22.5,0.0,0.83,,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.83,0.0,0.0,0.0,0.0,0.0,,0.83,0.0,0.0,0.83,0.0,0.0,1.67,0.0,1.67,0.83,0.0,0.83,0.0,0.83,0.83,0.83,,38.3,1.67,8.33,12.5,17.5,3.33,38.3,1.67,0.0,0.0,1.67,100.0,25.8,108.3,48.3,2.5,0.83,0.83,2.5,3.33,27.5,5.83,,0.0,0.0,0.0,2.5,1.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.33,0.0,108,LOW_MIN,-0.4213016452273068,18.181818181818183,-0.6824609598339723,5.555555555555555,10.064935064935066,44.0,18.0,OK
Erling Haaland,manchester city,ST,ST_FINISHER,368,no NOR,FW,24.0,2000.0,31,31,2736,30.4,0.72,0.1,0.82,0.63,0.1,0.13,0.07,0.0,0.72,0.62,0.1,0.72,0.79,0.66,4.08,0.72,0.1,0.82,0.62,0.72,0.72,0.1,0.82,0.62,0.72,FW,0.72,3.42,1.81,52.9,3.42,1.81,0.18,0.35,12.3,0.03,0.1,0.13,0.72,0.62,0.19,0.0,0.01,,8.39,12.5,66.9,101.5,19.5,5.76,8.09,71.1,1.94,2.76,70.2,0.13,0.2,66.7,0.1,0.1,0.07,0.0,0.95,0.33,0.26,0.03,0.66,,12.5,12.2,0.23,0.0,0.03,0.0,0.1,0.03,0.0,0.0,0.0,0.0,8.39,0.07,0.33,,2.34,2.34,1.68,0.0,0.26,0.33,0.07,0.0,0.3,0.3,0.2,0.0,0.07,0.03,0.0,0.0,,0.36,0.2,0.1,0.1,0.16,0.1,0.26,37.5,0.16,0.39,0.03,0.36,0.16,0.53,0.76,0.0,,21.0,0.72,1.32,7.3,12.6,6.25,20.9,1.18,0.43,36.1,0.66,55.6,10.2,49.1,19.0,0.79,0.49,0.76,1.48,0.89,15.7,4.08,,0.07,0.0,0.0,0.79,0.43,0.13,0.1,0.16,0.2,0.0,0.0,0.0,1.12,1.88,1.64,53.3,2736,OK,0.5991792446343533,75.60975609756098,0.9496706101054061,96.66666666666667,91.40243902439025,41.0,30.0,OK
Claudio Echeverri,manchester city,ST,ST_FINISHER,369,ar ARG,FW,18.0,2006.0,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,30.0,30.0,100.0,260.0,180.0,10.0,10.0,100.0,10.0,10.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,10.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,30.0,0.0,0.0,20.0,10.0,0.0,30.0,0.0,0.0,,0.0,,30.0,280.0,120.0,0.0,0.0,0.0,0.0,10.0,30.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,6,LOW_MIN,-0.8211502341186454,17.073170731707318,-0.6175866416872655,23.333333333333332,21.76829268292683,41.0,30.0,OK
Oscar Bobb,manchester city,NON_ST,INSIDE_FORWARD,370,no NOR,FW,21.0,2003.0,3,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41,FW,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,65.0,75.0,86.7,845.0,165.0,40.0,50.0,80.0,20.0,20.0,100.0,0.0,0.0,,0.0,0.5,0.0,-0.5,5.0,0.0,5.0,0.0,5.0,,75.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,,10.0,11.25,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75.0,0.0,10.0,30.0,35.0,0.0,75.0,10.0,10.0,100.0,0.0,0.0,50.0,335.0,160.0,5.0,0.0,0.0,0.0,0.0,65.0,5.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,16,LOW_MIN,-1.0076909608425237,2.272727272727273,-0.938845164153995,3.8461538461538463,3.409090909090909,44.0,26.0,OK
Divin Mubama,manchester city,ST,ST_FINISHER,367,eng ENG,FW,19.0,2004.0,1,0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,FW,0.0,3.33,0.0,0.0,3.21,0.0,0.0,,17.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,6.67,10.0,66.7,146.7,60.0,3.33,3.33,100.0,0.0,0.0,,3.33,3.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,3.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.7,0.0,0.0,6.67,10.0,3.33,16.7,0.0,0.0,,0.0,,6.67,46.7,0.0,0.0,0.0,0.0,0.0,3.33,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,28,LOW_MIN,-1.1984453913999065,12.195121951219512,-0.9988045054158058,20.0,18.048780487804876,41.0,30.0,OK
Rasmus Højlund,manchester utd,ST,ST_FINISHER,401,dk DEN,FW,21.0,2003.0,32,23,2004,22.3,0.18,0.0,0.18,0.18,0.0,0.0,0.09,0.0,0.24,0.24,0.08,0.32,1.26,0.81,4.53,0.18,0.0,0.18,0.18,0.18,0.24,0.08,0.32,0.24,0.32,FW,0.18,1.43,0.58,40.6,1.44,0.58,0.13,0.31,12.9,0.0,0.0,0.0,0.24,0.24,0.16,-0.06,-0.06,,11.3,15.1,74.7,122.9,21.8,8.21,10.1,81.0,1.88,2.78,67.7,0.18,0.27,66.7,0.0,0.08,0.05,-0.08,0.72,0.63,0.22,0.04,0.81,,15.1,13.9,1.03,0.0,0.09,0.0,0.36,0.0,0.0,0.0,0.0,0.0,11.3,0.13,0.27,,1.52,1.53,0.99,0.0,0.13,0.22,0.18,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0,,0.13,0.04,0.0,0.09,0.04,0.0,0.22,0.0,0.22,0.27,0.0,0.27,0.09,0.22,0.27,0.0,,23.1,0.27,1.61,11.3,10.6,3.32,23.1,1.48,0.4,27.3,0.94,63.6,13.8,68.0,29.4,1.26,0.58,0.76,2.83,1.48,18.3,4.53,,0.09,0.0,0.0,0.76,1.26,0.58,0.36,0.09,0.04,0.04,0.0,0.0,1.57,1.39,4.22,24.8,2004,OK,-0.25569025550581004,29.268292682926827,0.035741150301609736,40.0,37.3170731707317,41.0,30.0,OK
