Player,Squad,df_post,cb_role,fb_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,df_post_score_raw,df_post_rating_0100,df_role_score_raw,df_role_rating_0100,df_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Tosin Adarabioyo,chelsea,CB,CB_HYBRID,,152,eng ENG,DF,26.0,1997.0,22,15,1409,15.7,0.06,0.06,0.13,0.06,0.0,0.0,0.25,0.0,0.06,0.06,0.01,0.08,0.32,2.68,0.06,0.06,0.06,0.13,0.06,0.13,0.06,0.01,0.07,0.06,0.07,DF,0.06,0.83,0.13,15.4,0.83,0.13,0.08,0.5,12.5,0.0,0.0,0.0,0.06,0.06,0.07,0.01,0.01,,68.7,75.4,91.1,1261.5,455.0,25.9,27.1,95.5,38.4,40.5,94.8,4.2,6.94,60.6,0.06,0.01,0.01,0.05,0.06,3.95,0.06,0.0,2.68,,75.4,72.7,2.48,1.46,0.13,0.19,0.0,0.25,0.0,0.0,0.0,0.0,68.7,0.19,0.19,,0.96,0.96,0.51,0.0,0.0,0.38,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.06,0.0,0.0,,1.08,0.83,0.7,0.38,0.0,0.51,0.76,66.7,0.25,0.57,0.45,0.13,0.7,1.78,5.1,0.0,,84.7,11.1,40.1,42.9,1.72,0.89,84.7,0.38,0.25,66.7,0.06,16.7,49.5,204.3,115.2,0.32,0.13,0.0,0.25,0.0,63.7,0.06,,0.25,0.0,0.0,0.51,0.57,0.06,0.0,0.7,0.83,0.0,0.0,0.0,2.61,2.68,1.78,60.0,1409,OK,0.5241681779935966,77.55102040816327,0.2488475162488134,72.22222222222221,73.38065661047027,98.0,36.0,OK
Malo Gusto,chelsea,FB_WB,,FB_WIDE,145,fr FRA,DF,21.0,2003.0,32,19,1862,20.7,0.0,0.05,0.05,0.0,0.0,0.0,0.19,0.0,0.08,0.08,0.07,0.15,2.42,5.75,4.11,0.0,0.05,0.05,0.0,0.05,0.08,0.07,0.15,0.08,0.15,DF,0.0,1.06,0.19,18.2,1.06,0.19,0.0,0.0,21.3,0.0,0.0,0.0,0.08,0.08,0.08,-0.08,-0.08,,57.9,66.9,86.5,943.9,236.3,28.3,30.3,93.2,25.0,28.3,88.4,3.29,5.41,60.7,0.05,0.07,0.09,-0.02,1.06,5.36,0.92,0.34,5.75,,66.9,59.4,7.39,1.79,0.1,0.14,2.56,5.6,0.0,0.0,0.0,0.0,57.9,0.1,1.26,,2.8,2.8,2.75,0.0,0.0,0.05,0.0,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,,2.17,1.4,1.3,0.72,0.14,1.21,2.32,52.1,1.11,1.4,0.39,1.01,1.16,3.33,2.37,0.24,,77.1,3.09,18.7,37.3,21.8,2.08,77.1,0.77,0.19,25.0,0.53,68.8,42.6,218.0,108.6,2.42,1.74,0.39,0.87,0.82,51.8,4.11,,0.19,0.0,0.0,0.97,0.97,0.1,2.56,1.16,1.4,0.0,0.0,0.0,5.75,0.43,0.72,37.5,1862,OK,0.4628821452348429,84.0909090909091,0.0006643497001732511,61.904761904761905,69.06158357771261,88.0,21.0,OK
Marc Cucurella,chelsea,FB_WB,,FB_INVERTED,148,es ESP,DF,26.0,1998.0,36,33,2988,33.2,0.15,0.03,0.18,0.15,0.0,0.0,0.3,0.03,0.08,0.08,0.06,0.15,1.05,3.55,3.52,0.15,0.03,0.18,0.15,0.18,0.08,0.06,0.15,0.08,0.15,DF,0.15,0.72,0.33,45.8,0.72,0.33,0.21,0.45,16.1,0.0,0.0,0.0,0.08,0.08,0.12,0.07,0.07,,50.6,57.7,87.7,796.7,228.9,25.3,27.0,94.0,22.2,24.8,89.4,2.08,3.7,56.1,0.03,0.06,0.07,-0.03,0.57,3.64,0.36,0.09,3.55,,57.7,49.2,8.28,0.84,0.06,0.03,0.93,7.38,0.06,0.0,0.0,0.0,50.6,0.21,0.69,,1.54,1.54,1.33,0.12,0.0,0.06,0.03,0.0,0.15,0.15,0.12,0.03,0.0,0.0,0.0,0.0,,2.02,1.36,0.93,0.93,0.15,0.96,1.84,52.5,0.87,1.48,0.48,0.99,0.84,2.86,2.86,0.09,,67.6,3.58,20.4,31.5,16.0,2.26,67.6,0.45,0.12,26.7,0.27,60.0,28.4,121.3,70.4,1.05,0.66,0.06,0.84,0.21,41.7,3.52,,0.3,0.03,0.03,1.11,1.14,0.09,0.93,0.84,1.36,0.0,0.0,0.0,3.92,0.96,1.72,36.0,2988,OK,-0.014916032030090292,64.77272727272727,-0.24616822956606874,48.38709677419355,52.38359201773836,88.0,31.0,OK
Levi Colwill,chelsea,CB,CB_HYBRID,,149,eng ENG,DF,21.0,2003.0,35,35,3149,35.0,0.06,0.03,0.09,0.06,0.0,0.0,0.26,0.0,0.05,0.05,0.03,0.09,0.4,3.74,0.34,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09,DF,0.06,0.49,0.11,23.5,0.49,0.11,0.12,0.5,9.5,0.0,0.0,0.0,0.05,0.05,0.11,0.0,0.0,,66.8,74.8,89.3,1213.6,427.3,23.2,25.1,92.4,38.8,40.7,95.2,4.06,7.23,56.1,0.03,0.03,0.03,-0.0,0.4,4.23,0.2,0.09,3.74,,74.8,69.1,5.63,2.6,0.09,0.2,0.37,0.2,0.0,0.0,0.0,0.0,66.8,0.11,0.6,,1.09,1.09,0.97,0.06,0.0,0.03,0.0,0.03,0.09,0.09,0.06,0.0,0.0,0.0,0.0,0.03,,1.34,0.97,0.71,0.54,0.09,0.51,0.77,66.7,0.26,1.06,0.71,0.34,0.94,2.29,3.37,0.11,,83.0,10.9,38.9,40.5,4.0,1.03,83.0,0.34,0.17,50.0,0.14,41.7,46.3,211.1,115.1,0.4,0.34,0.03,0.4,0.23,59.8,0.34,,0.26,0.0,0.0,1.29,0.6,0.14,0.37,0.94,0.97,0.0,0.03,0.0,3.46,2.34,1.51,60.7,3149,OK,0.6217195962096922,82.6530612244898,0.3361043549170254,83.33333333333334,83.18544809228041,98.0,36.0,OK
Joshua Acheampong,chelsea,FB_WB,,FB_INVERTED,153,eng ENG,DF,18.0,2006.0,4,2,170,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.11,0.11,0.0,0.11,0.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,DF,0.0,1.05,0.0,0.0,1.06,0.0,0.0,,8.9,0.0,0.0,0.0,0.11,0.11,0.11,-0.11,-0.11,,54.7,65.3,83.9,1065.8,371.1,15.3,16.8,90.6,33.2,35.8,92.6,5.79,10.5,55.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,4.21,,65.3,63.7,1.58,1.05,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,54.7,0.0,1.05,,1.05,1.06,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.05,0.53,1.05,0.0,0.0,1.05,1.05,100.0,0.0,0.53,0.0,0.53,0.53,1.58,1.05,0.0,,72.1,3.68,25.3,42.6,4.21,1.58,72.1,1.05,0.53,50.0,0.0,0.0,55.8,373.2,215.3,0.0,1.05,0.0,1.05,0.0,58.4,0.0,,0.53,0.0,0.0,0.0,0.53,0.0,0.0,0.53,0.53,0.0,0.0,0.0,3.68,0.53,3.16,14.3,170,LOW_MIN,0.03325555165571733,65.9090909090909,-0.27032265805522215,41.935483870967744,47.78270509977827,88.0,31.0,OK
Benoît Badiashile,chelsea,CB,CB_HYBRID,,151,fr FRA,DF,23.0,2001.0,5,3,334,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,4.59,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,73.8,82.2,89.8,1302.7,398.1,30.0,32.2,93.3,36.5,38.9,93.8,5.68,8.65,65.6,0.0,0.0,0.03,0.0,0.0,10.0,0.27,0.0,4.59,,82.2,77.8,4.05,1.35,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,73.8,0.27,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.43,1.62,1.35,1.08,0.0,1.08,1.35,80.0,0.27,0.54,0.54,0.0,1.62,4.05,3.24,0.54,,90.8,8.38,37.3,50.3,3.51,0.0,90.8,0.27,0.0,0.0,0.27,100.0,47.8,178.4,91.9,0.81,1.35,0.0,0.27,0.0,66.8,0.54,,0.0,0.0,0.0,1.62,0.54,0.0,0.0,1.62,1.62,0.0,0.0,0.0,4.86,2.16,0.54,80.0,334,LOW_MIN,1.0763120842613565,91.83673469387756,0.9261358361720853,97.22222222222221,96.05146406388641,98.0,36.0,OK
Axel Disasi,chelsea,FB_WB,,FB_INVERTED,147,fr FRA,DF,26.0,1998.0,6,4,364,4.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.07,0.07,0.03,0.1,1.5,4.0,0.5,0.25,0.0,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,DF,0.25,0.5,0.25,50.0,0.49,0.25,0.5,1.0,12.3,0.0,0.0,0.0,0.07,0.07,0.14,0.17,0.17,,66.5,73.3,90.8,1054.5,341.8,34.0,36.0,94.4,29.3,31.5,92.9,2.25,3.25,69.2,0.0,0.03,0.03,-0.03,0.5,5.0,0.5,0.0,4.0,,73.3,66.5,6.75,2.5,0.0,0.25,0.0,4.25,0.0,0.0,0.0,0.0,66.5,0.0,0.5,,0.5,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.75,1.0,1.25,0.25,0.25,1.5,2.75,54.5,1.25,1.0,0.25,0.75,0.5,2.25,2.75,0.25,,80.8,4.25,27.5,43.8,10.0,0.5,80.8,0.25,0.25,100.0,0.0,0.0,49.0,238.3,129.8,1.5,0.75,0.0,0.25,0.75,60.5,0.5,,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,3.75,1.25,0.5,71.4,364,LOW_MIN,0.38312053762408704,80.68181818181817,0.21593002254585386,74.19354838709677,75.7760532150776,88.0,31.0,OK
Trevoh Chalobah,chelsea,CB,CB_HYBRID,,150,eng ENG,DF,25.0,1999.0,13,11,910,10.1,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.08,0.08,0.12,0.2,0.4,3.66,0.2,0.0,0.1,0.1,0.0,0.1,0.08,0.12,0.19,0.08,0.19,DF,0.0,0.69,0.2,28.6,0.69,0.2,0.0,0.0,11.1,0.0,0.0,0.0,0.08,0.08,0.11,-0.08,-0.08,,60.3,67.0,90.0,1042.3,329.3,26.4,27.8,95.0,29.7,31.1,95.5,3.76,7.13,52.8,0.1,0.12,0.03,-0.02,0.3,4.16,0.3,0.0,3.66,,67.0,64.8,2.28,1.09,0.1,0.2,0.3,0.99,0.0,0.0,0.0,0.0,60.3,0.0,0.3,,1.29,1.29,0.99,0.0,0.0,0.2,0.0,0.1,0.3,0.3,0.1,0.0,0.0,0.1,0.0,0.1,,1.09,0.69,0.5,0.59,0.0,0.69,0.79,87.5,0.1,0.59,0.3,0.3,0.99,2.08,4.75,0.1,,76.6,7.23,32.8,38.5,5.84,1.19,76.6,0.5,0.2,40.0,0.1,20.0,42.2,173.6,76.4,0.4,0.5,0.1,0.3,0.2,56.8,0.2,,0.2,0.0,0.0,0.89,0.69,0.0,0.3,0.99,0.69,0.0,0.0,0.0,2.87,2.28,1.19,65.7,910,OK,0.4475471483566753,72.44897959183673,0.030641435379142754,55.55555555555556,59.22803904170364,98.0,36.0,OK
Trevoh Chalobah,crystal palace,CB,CB_DUEL,,182,eng ENG,DF,25.0,1999.0,12,12,1060,11.8,0.25,0.0,0.25,0.25,0.0,0.0,0.08,0.0,0.1,0.1,0.03,0.14,0.93,2.88,0.51,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,DF,0.25,0.93,0.34,36.4,0.93,0.34,0.27,0.75,15.1,0.0,0.0,0.0,0.1,0.1,0.11,0.15,0.15,,29.6,37.5,79.0,578.9,186.0,10.6,11.9,88.7,15.1,17.7,85.2,3.56,6.95,51.2,0.0,0.03,0.03,-0.03,0.34,2.29,0.17,0.08,2.88,,37.5,36.1,1.36,0.93,0.08,0.17,0.59,0.42,0.0,0.0,0.0,0.0,29.6,0.0,0.59,,0.93,0.93,0.85,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.69,1.36,0.59,1.02,0.08,1.02,1.95,52.2,0.93,1.61,0.76,0.85,1.61,3.31,4.83,0.25,,50.3,5.59,23.3,23.4,4.32,1.19,50.3,0.85,0.51,60.0,0.17,20.0,23.6,102.8,56.0,0.93,0.76,0.08,0.34,0.59,26.9,0.51,,0.08,0.0,0.0,0.85,1.27,0.08,0.59,1.61,1.36,0.0,0.0,0.0,4.75,1.86,1.61,53.7,1060,OK,-0.41450916348779454,20.408163265306122,0.12394553734812598,39.62264150943396,36.57272432782637,98.0,53.0,OK
Chris Richards,crystal palace,CB,CB_DUEL,,174,us USA,DF,24.0,2000.0,24,22,1922,21.4,0.05,0.0,0.05,0.05,0.0,0.0,0.19,0.05,0.07,0.07,0.0,0.07,0.28,1.82,0.09,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,DF,0.05,0.56,0.28,50.0,0.56,0.28,0.08,0.17,10.8,0.0,0.0,0.0,0.07,0.07,0.12,-0.02,-0.02,,32.0,40.0,79.8,569.4,197.7,12.9,14.6,88.5,15.9,17.9,88.5,2.62,5.75,45.5,0.0,0.0,0.03,-0.0,0.09,1.07,0.05,0.05,1.82,,40.0,38.2,1.73,0.84,0.09,0.23,0.23,0.79,0.0,0.0,0.0,0.0,32.0,0.09,0.61,,0.42,0.42,0.23,0.0,0.0,0.09,0.05,0.05,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,,2.2,1.4,1.12,0.84,0.23,1.12,1.92,58.5,0.79,1.87,0.65,1.21,0.89,3.08,5.65,0.0,,52.2,6.26,28.6,20.6,3.41,0.84,52.2,0.28,0.05,16.7,0.23,83.3,24.2,108.2,45.0,0.28,0.23,0.0,0.23,0.23,28.7,0.09,,0.19,0.05,0.05,0.51,0.23,0.05,0.23,0.89,1.4,0.05,0.0,0.0,2.38,2.24,1.92,53.9,1922,OK,-0.6384103309103447,14.285714285714285,-0.23241283524857512,24.528301886792452,22.902494331065757,98.0,53.0,OK
Marc Guéhi,crystal palace,CB,CB_HYBRID,,180,eng ENG,DF,24.0,2000.0,34,34,3059,34.0,0.09,0.06,0.15,0.09,0.0,0.0,0.26,0.03,0.06,0.06,0.05,0.11,0.65,3.94,0.29,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,DF,0.09,0.44,0.21,46.7,0.44,0.21,0.2,0.43,10.7,0.0,0.0,0.0,0.06,0.06,0.13,0.03,0.03,,43.3,51.9,83.5,826.3,338.6,16.1,17.8,90.7,22.4,25.1,89.0,4.47,8.06,55.5,0.06,0.05,0.06,0.01,0.47,3.91,0.32,0.09,3.94,,51.9,48.9,2.79,2.24,0.21,0.41,0.38,0.18,0.0,0.0,0.0,0.0,43.3,0.18,0.26,,1.29,1.29,1.06,0.0,0.0,0.12,0.06,0.06,0.15,0.15,0.12,0.0,0.0,0.0,0.0,0.03,,1.79,1.0,1.06,0.68,0.06,0.91,1.38,66.0,0.47,1.62,0.68,0.94,0.82,2.62,4.79,0.06,,62.7,9.15,30.9,27.7,4.35,1.15,62.7,0.44,0.35,80.0,0.06,13.3,33.6,163.9,86.3,0.65,0.5,0.03,0.47,0.53,39.1,0.29,,0.26,0.03,0.03,0.71,0.79,0.03,0.38,0.82,1.0,0.0,0.0,0.09,4.29,2.0,1.71,54.0,3059,OK,0.16214665965606478,58.16326530612245,-0.4721493080376688,16.666666666666664,25.68766637089618,98.0,36.0,OK
Tyrick Mitchell,crystal palace,FB_WB,,FB_STAY_HOME,177,eng ENG,DF,24.0,1999.0,37,37,3092,34.4,0.0,0.15,0.15,0.0,0.0,0.0,0.06,0.0,0.04,0.04,0.19,0.22,1.83,2.03,4.97,0.0,0.15,0.15,0.0,0.15,0.04,0.19,0.22,0.04,0.22,DF,0.0,0.35,0.09,25.0,0.35,0.09,0.0,0.0,12.8,0.0,0.0,0.0,0.04,0.04,0.11,-0.04,-0.04,,28.4,39.4,72.0,456.0,174.0,14.8,17.4,84.8,11.1,14.9,74.8,1.77,4.27,41.5,0.15,0.19,0.11,-0.04,1.19,1.48,0.96,0.47,2.03,,39.4,32.6,6.63,0.23,0.0,0.06,3.05,6.4,0.0,0.0,0.0,0.0,28.4,0.15,1.77,,2.09,2.1,1.89,0.03,0.0,0.09,0.06,0.03,0.2,0.2,0.17,0.0,0.0,0.0,0.03,0.0,,2.65,1.6,1.66,0.78,0.2,0.73,1.34,54.3,0.61,1.98,0.35,1.63,0.55,3.2,3.14,0.06,,51.0,3.31,18.1,19.5,13.8,1.25,51.0,1.1,0.47,42.1,0.49,44.7,23.8,111.2,51.5,1.83,1.05,0.26,1.1,0.87,26.2,4.97,,0.06,0.0,0.0,0.67,0.73,0.06,3.05,0.55,1.6,0.03,0.0,0.0,4.88,0.58,0.61,48.8,3092,OK,-0.507984703653039,19.318181818181817,-0.21146911185046915,44.44444444444444,38.98221343873517,88.0,36.0,OK
Maxence Lacroix,crystal palace,CB,CB_DUEL,,178,fr FRA,DF,24.0,2000.0,35,35,3116,34.6,0.03,0.03,0.06,0.03,0.0,0.0,0.14,0.0,0.1,0.1,0.03,0.13,0.23,1.88,0.2,0.03,0.03,0.06,0.03,0.06,0.1,0.03,0.13,0.1,0.13,DF,0.03,0.87,0.14,16.7,0.87,0.14,0.03,0.2,10.8,0.0,0.0,0.0,0.1,0.1,0.11,-0.07,-0.07,,34.9,42.7,81.7,717.9,280.8,9.13,10.7,85.4,21.6,23.9,90.6,3.93,7.2,54.6,0.03,0.03,0.03,0.0,0.23,2.05,0.12,0.06,1.88,,42.7,41.4,1.27,1.16,0.09,0.2,0.2,0.06,0.0,0.0,0.0,0.0,34.9,0.0,0.35,,0.81,0.81,0.66,0.03,0.0,0.12,0.0,0.0,0.12,0.12,0.06,0.03,0.0,0.03,0.0,0.0,,1.97,1.18,1.5,0.43,0.03,0.92,1.36,68.1,0.43,1.39,0.64,0.75,1.56,3.53,5.98,0.06,,55.9,10.5,34.2,19.4,2.46,1.3,55.9,0.4,0.23,57.1,0.12,28.6,29.8,138.9,63.7,0.23,0.17,0.0,0.61,0.17,32.8,0.2,,0.14,0.0,0.0,0.98,0.55,0.03,0.2,1.56,1.18,0.0,0.03,0.0,3.76,1.73,1.45,54.5,3116,OK,-0.45372901886044925,18.367346938775512,0.025411038050514066,32.075471698113205,29.89957887917071,98.0,53.0,OK
Daniel Muñoz,crystal palace,FB_WB,,FB_STAY_HOME,176,co COL,DF,28.0,1996.0,37,37,3228,35.9,0.11,0.14,0.25,0.11,0.0,0.0,0.28,0.0,0.14,0.14,0.15,0.29,1.73,2.7,5.74,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29,DF,0.11,1.03,0.39,37.8,1.03,0.39,0.11,0.29,12.7,0.0,0.0,0.0,0.14,0.14,0.13,-0.03,-0.03,,31.4,41.6,75.7,476.1,145.4,18.0,21.0,85.7,11.5,15.0,77.0,1.34,3.01,44.4,0.14,0.15,0.1,-0.01,1.28,1.64,0.97,0.42,2.7,,41.6,32.9,8.47,0.75,0.06,0.06,2.06,7.66,0.06,0.0,0.0,0.0,31.4,0.17,1.09,,2.37,2.37,1.92,0.06,0.06,0.17,0.03,0.14,0.31,0.31,0.25,0.0,0.03,0.03,0.0,0.0,,3.43,2.23,1.59,1.14,0.7,1.53,2.7,56.7,1.17,1.11,0.17,0.95,1.23,4.65,3.01,0.03,,56.0,3.31,15.8,23.0,17.7,2.98,56.0,1.56,0.58,37.5,0.92,58.9,22.5,112.7,50.1,1.73,1.11,0.5,1.53,0.56,26.6,5.74,,0.28,0.0,0.0,1.56,0.53,0.42,2.06,1.23,2.23,0.0,0.0,0.0,4.76,1.62,2.17,42.6,3228,OK,-0.40460171976596615,21.59090909090909,-0.025846502254081177,52.77777777777778,45.99802371541502,88.0,36.0,OK
Caleb Kporha,crystal palace,FB_WB,,FB_WIDE,179,eng ENG,DF,18.0,2006.0,2,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,50.0,70.0,71.4,720.0,210.0,40.0,40.0,100.0,0.0,20.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,,70.0,60.0,10.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,10.0,20.0,0.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,,110.0,10.0,40.0,20.0,50.0,0.0,110.0,0.0,0.0,,0.0,,40.0,460.0,360.0,10.0,10.0,0.0,0.0,20.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,13,LOW_MIN,2.0432125546161686,99.43181818181817,1.0559292292516242,95.23809523809523,96.59090909090908,88.0,21.0,OK
Joel Ward,crystal palace,CB,CB_DUEL,,173,eng ENG,DF,34.0,1989.0,2,1,71,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,17.5,30.0,58.3,382.5,96.3,5.0,8.75,57.1,10.0,12.5,80.0,2.5,7.5,33.3,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.25,,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,1.25,,1.25,1.27,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.5,3.75,0.0,,40.0,3.75,21.3,18.8,1.25,0.0,40.0,1.25,0.0,0.0,1.25,100.0,18.8,53.8,18.8,0.0,0.0,0.0,0.0,0.0,20.0,1.25,,1.25,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,1.25,0.0,100.0,71,LOW_MIN,-1.2294753113489232,8.16326530612245,-0.9405199552379685,15.09433962264151,13.994169096209914,98.0,53.0,OK
Chadi Riad,crystal palace,CB,CB_BUILDER,,175,ma MAR,DF,21.0,2003.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,70.0,82.0,85.4,1411.0,568.0,24.0,28.0,85.7,38.0,41.0,92.7,8.0,13.0,61.5,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,7.0,,82.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,2.0,2.0,1.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,,90.0,5.0,41.0,49.0,1.0,0.0,90.0,0.0,0.0,,0.0,,58.0,318.0,232.0,2.0,0.0,0.0,1.0,0.0,69.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,33.3,90,LOW_MIN,1.4549152335292488,99.48979591836735,0.661353105708479,100.0,99.73147153598282,98.0,9.0,OK
