Player,Squad,df_post,cb_role,fb_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,df_post_score_raw,df_post_rating_0100,df_role_score_raw,df_role_rating_0100,df_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Joachim Andersen,crystal palace,CB,CB_BUILDER,,183,dk DEN,DF,28.0,1996.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,DF,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,61.0,83.0,73.5,1227.0,526.0,19.0,21.0,90.5,31.0,37.0,83.8,9.0,21.0,42.9,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,4.0,,83.0,81.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,93.0,14.0,38.0,50.0,5.0,0.0,93.0,0.0,0.0,,0.0,,49.0,189.0,103.0,1.0,1.0,0.0,0.0,1.0,67.0,1.0,,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,100.0,90,LOW_MIN,1.2629455465543178,99.48979591836735,0.28828374003302076,77.77777777777779,89.20515574650915,98.0,9.0,OK
Ben Chilwell,crystal palace,FB_WB,,FB_STAY_HOME,181,eng ENG,DF,27.0,1996.0,8,1,259,2.9,0.34,0.0,0.34,0.34,0.0,0.0,0.34,0.0,0.07,0.07,0.28,0.34,1.72,2.76,5.17,0.35,0.0,0.35,0.35,0.35,0.08,0.26,0.34,0.08,0.34,DF,0.34,1.72,1.03,60.0,1.74,1.04,0.2,0.33,25.4,0.69,0.0,0.0,0.07,0.07,0.05,0.28,0.28,,31.7,43.1,73.6,521.4,171.4,16.6,19.0,87.3,12.4,15.5,80.0,2.07,6.21,33.3,0.0,0.28,0.31,-0.28,1.72,2.41,1.03,0.0,2.76,,43.1,32.8,10.3,2.07,0.34,0.0,2.41,8.28,0.0,0.0,0.0,0.0,31.7,0.0,1.38,,2.76,2.77,2.07,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.41,2.07,1.38,1.03,0.0,0.34,1.72,20.0,1.38,2.07,0.69,1.38,2.07,4.48,5.52,0.0,,60.3,3.45,21.7,26.2,14.5,1.03,60.3,2.07,0.69,33.3,1.03,50.0,23.4,122.1,83.8,1.72,0.69,0.34,1.38,0.69,23.4,5.17,,0.34,0.0,0.0,0.69,1.03,0.69,2.41,2.07,2.07,0.0,0.0,0.0,6.9,1.03,1.38,42.9,259,LOW_MIN,-0.2351263648877754,37.5,0.30934842116678446,75.0,66.84782608695653,88.0,36.0,OK
Michael Keane,everton,CB,CB_DUEL,,207,eng ENG,DF,31.0,1993.0,14,11,1049,11.7,0.26,0.0,0.26,0.26,0.0,0.0,0.43,0.0,0.05,0.05,0.01,0.06,0.09,1.2,0.26,0.26,0.0,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,DF,0.26,0.85,0.34,40.0,0.86,0.34,0.3,0.75,13.2,0.0,0.0,0.0,0.05,0.05,0.06,0.21,0.21,,26.7,32.2,82.8,602.5,204.8,8.21,9.23,88.9,12.5,13.7,91.3,5.73,7.61,75.3,0.0,0.01,0.0,-0.01,0.17,1.79,0.0,0.0,1.2,,32.2,31.2,0.68,0.34,0.0,1.03,0.09,0.0,0.0,0.0,0.0,0.0,26.7,0.34,0.6,,0.51,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.03,0.77,0.68,0.17,0.17,0.68,1.28,53.3,0.6,1.2,0.85,0.34,1.37,2.39,5.56,0.17,,43.8,9.06,25.2,16.9,1.88,1.45,43.8,0.09,0.0,0.0,0.09,100.0,19.6,77.3,24.8,0.09,0.09,0.0,0.17,0.17,24.4,0.26,,0.43,0.0,0.0,0.77,0.0,0.0,0.09,1.37,0.77,0.0,0.0,0.0,2.22,2.22,1.71,56.5,1049,OK,-0.8454913631941998,12.244897959183673,-0.4521806216133418,20.754716981132077,19.403952057013285,98.0,53.0,OK
Jake O'Brien,everton,FB_WB,,FB_STAY_HOME,205,ie IRL,DF,23.0,2001.0,20,17,1571,17.5,0.11,0.0,0.11,0.11,0.0,0.0,0.29,0.0,0.05,0.05,0.03,0.07,0.4,2.86,1.43,0.11,0.0,0.11,0.11,0.11,0.04,0.03,0.08,0.04,0.08,DF,0.11,0.34,0.17,50.0,0.34,0.17,0.33,0.67,11.1,0.0,0.0,0.0,0.05,0.05,0.13,0.07,0.07,,33.0,41.4,79.6,604.6,225.5,14.0,15.7,89.4,14.9,18.1,82.0,3.6,5.6,64.3,0.0,0.03,0.02,-0.03,0.34,2.34,0.46,0.29,2.86,,41.4,34.4,6.91,0.29,0.0,0.06,1.03,5.71,0.0,0.0,0.0,0.0,33.0,0.11,0.69,,0.91,0.92,0.8,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.49,0.97,1.2,0.29,0.0,0.97,1.43,68.0,0.46,0.97,0.23,0.74,0.23,1.71,5.31,0.0,,51.4,5.31,21.4,22.3,7.94,1.26,51.4,0.57,0.23,40.0,0.29,50.0,22.3,102.9,51.8,0.4,0.34,0.11,0.29,0.29,27.5,1.43,,0.29,0.0,0.0,0.74,0.29,0.17,1.03,0.23,0.97,0.0,0.0,0.0,2.97,2.34,1.71,57.7,1571,OK,-0.5695066187959145,12.5,-0.32025078661618495,30.555555555555557,26.630434782608695,88.0,36.0,OK
Ashley Young,everton,FB_WB,,FB_WIDE,202,eng ENG,DF,39.0,1985.0,32,19,1875,20.8,0.05,0.14,0.19,0.05,0.0,0.0,0.34,0.05,0.01,0.01,0.11,0.13,1.15,4.33,1.54,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12,DF,0.05,0.29,0.14,50.0,0.29,0.14,0.17,0.33,24.5,0.14,0.0,0.0,0.01,0.01,0.04,0.03,0.03,,34.0,48.0,70.9,627.5,279.3,16.2,18.3,88.7,13.1,17.2,76.2,4.42,10.3,43.0,0.14,0.11,0.14,0.03,1.25,3.75,1.2,0.67,4.33,,48.0,37.0,10.7,1.2,0.14,0.19,3.61,8.65,0.72,0.38,0.29,0.0,34.0,0.34,0.96,,2.26,2.25,1.63,0.38,0.0,0.05,0.1,0.1,0.29,0.29,0.19,0.0,0.0,0.05,0.0,0.05,,2.79,1.59,1.2,1.2,0.38,1.68,2.74,61.4,1.06,0.67,0.19,0.48,1.2,3.99,3.08,0.1,,57.4,2.93,17.7,25.4,14.7,0.43,57.4,0.96,0.34,35.0,0.43,45.0,23.4,117.6,66.3,1.15,1.25,0.05,0.53,0.05,29.7,1.54,,0.34,0.05,0.0,1.44,1.06,0.0,3.61,1.2,1.59,0.0,0.0,0.0,3.61,0.48,0.53,47.6,1875,OK,-0.16911451394428714,45.45454545454545,-0.4858338520778921,19.047619047619047,27.565982404692082,88.0,21.0,OK
Jarrad Branthwaite,everton,CB,CB_DUEL,,210,eng ENG,DF,22.0,2002.0,30,28,2511,27.9,0.0,0.04,0.04,0.0,0.0,0.0,0.14,0.0,0.04,0.04,0.03,0.07,0.36,2.37,0.07,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07,DF,0.0,0.36,0.11,30.0,0.36,0.11,0.0,0.0,8.2,0.0,0.0,0.0,0.04,0.04,0.12,-0.04,-0.04,,35.3,42.9,82.1,691.2,275.9,13.2,14.7,90.0,17.5,19.3,90.5,4.34,7.81,55.5,0.04,0.03,0.02,0.01,0.11,3.08,0.11,0.0,2.37,,42.9,40.9,1.83,1.36,0.04,0.61,0.18,0.11,0.0,0.0,0.0,0.0,35.3,0.22,0.25,,0.47,0.47,0.39,0.04,0.0,0.0,0.04,0.0,0.07,0.07,0.04,0.04,0.0,0.0,0.0,0.0,,1.29,0.72,0.93,0.36,0.0,0.72,1.0,71.4,0.29,1.11,0.82,0.29,0.97,2.26,6.85,0.14,,54.5,7.56,28.1,24.2,2.47,1.0,54.5,0.22,0.11,50.0,0.07,33.3,26.8,148.5,90.1,0.36,0.5,0.07,0.29,0.14,32.0,0.07,,0.14,0.0,0.0,0.43,0.65,0.04,0.18,0.97,0.72,0.0,0.0,0.0,3.33,2.19,1.51,59.2,2511,OK,-0.3238425403642132,26.53061224489796,0.22881322650808436,52.83018867924528,48.655652737285386,98.0,53.0,OK
James Tarkowski,everton,CB,CB_DUEL,,203,eng ENG,DF,31.0,1992.0,33,33,2922,32.5,0.03,0.03,0.06,0.03,0.0,0.0,0.18,0.0,0.04,0.04,0.09,0.13,0.28,2.31,0.09,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,DF,0.03,0.46,0.12,26.7,0.46,0.12,0.07,0.25,8.4,0.0,0.0,0.0,0.04,0.04,0.09,-0.01,-0.01,,32.2,39.7,81.0,680.6,253.2,10.4,12.3,84.5,16.2,17.6,91.9,5.32,8.49,62.7,0.03,0.09,0.07,-0.06,0.49,2.55,0.34,0.0,2.31,,39.7,37.0,2.37,1.42,0.06,0.4,0.03,0.09,0.0,0.0,0.0,0.0,32.2,0.28,0.37,,1.17,1.17,0.98,0.06,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,,1.97,1.23,1.2,0.68,0.09,0.74,1.2,61.5,0.46,1.75,1.29,0.46,1.26,3.23,6.55,0.12,,52.5,10.9,30.0,19.5,3.26,1.75,52.5,0.22,0.15,71.4,0.06,28.6,22.4,111.1,59.8,0.28,0.31,0.0,0.4,0.22,28.5,0.09,,0.18,0.0,0.0,1.08,0.86,0.06,0.03,1.26,1.23,0.0,0.03,0.0,3.02,3.14,1.02,75.6,2922,OK,-0.3805035760089655,23.46938775510204,0.17842164898072557,45.28301886792453,41.820537738905095,98.0,53.0,OK
Vitaliy Mykolenko,everton,FB_WB,,FB_STAY_HOME,206,ua UKR,DF,25.0,1999.0,35,35,3082,34.2,0.03,0.06,0.09,0.03,0.0,0.0,0.12,0.0,0.01,0.01,0.08,0.09,0.96,3.22,2.89,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09,DF,0.03,0.41,0.03,7.1,0.41,0.03,0.07,1.0,20.6,0.0,0.0,0.0,0.01,0.01,0.04,0.01,0.01,,28.8,38.7,74.6,481.6,192.4,14.9,16.7,89.3,10.8,14.6,73.8,2.54,5.64,45.1,0.06,0.08,0.06,-0.02,0.7,2.98,1.17,0.7,3.22,,38.7,31.0,7.57,0.38,0.06,0.09,2.95,7.19,0.0,0.0,0.0,0.0,28.8,0.09,0.67,,1.26,1.26,1.17,0.0,0.03,0.06,0.0,0.0,0.12,0.12,0.09,0.0,0.0,0.03,0.0,0.0,,1.84,1.11,1.14,0.41,0.29,0.85,1.64,51.8,0.79,0.73,0.29,0.44,1.29,3.13,4.24,0.06,,49.1,3.65,15.4,20.8,13.2,0.94,49.1,0.58,0.23,40.0,0.26,45.0,20.4,82.6,44.0,0.96,0.82,0.03,0.67,0.32,25.1,2.89,,0.12,0.0,0.0,0.64,0.99,0.09,2.95,1.29,1.11,0.0,0.03,0.0,2.57,1.37,1.08,56.0,3082,OK,-0.5292278603126074,17.045454545454543,-0.17398864697823935,47.22222222222222,40.66205533596838,88.0,36.0,OK
Roman Dixon,everton,CB,CB_DUEL,,208,eng ENG,DF,19.0,2004.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,11.0,19.0,57.9,205.0,111.0,6.0,8.0,75.0,4.0,8.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,19.0,16.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,3.0,2.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,1.0,6.0,3.0,0.0,,36.0,8.0,19.0,14.0,4.0,0.0,36.0,3.0,0.0,0.0,3.0,100.0,16.0,107.0,48.0,0.0,0.0,0.0,2.0,0.0,13.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,90,LOW_MIN,-1.3317062900546208,6.122448979591836,-0.9749092601674191,13.20754716981132,12.082928409459022,98.0,53.0,OK
Séamus Coleman,everton,FB_WB,,FB_STAY_HOME,209,ie IRL,DF,35.0,1988.0,5,3,215,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.25,0.25,0.0,0.25,0.42,4.58,2.92,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,DF,0.0,0.42,0.42,100.0,0.42,0.42,0.0,0.0,10.5,0.0,0.0,0.0,0.25,0.25,0.57,-0.25,-0.25,,30.8,40.8,75.5,541.3,267.5,15.0,15.8,94.7,11.3,14.2,79.4,3.33,7.92,42.1,0.0,0.0,0.0,0.0,0.0,3.33,0.83,0.0,4.58,,40.8,32.5,7.92,0.0,0.0,0.0,1.67,7.92,0.0,0.0,0.0,0.0,30.8,0.42,0.83,,0.83,0.84,0.42,0.0,0.42,0.0,0.0,0.0,0.42,0.42,0.42,0.0,0.0,0.0,0.0,0.0,,1.25,0.83,0.83,0.42,0.0,1.25,1.67,75.0,0.42,2.08,1.25,0.83,0.42,1.67,3.33,0.0,,50.4,5.0,17.5,22.5,10.8,1.25,50.4,2.08,1.67,80.0,0.42,20.0,22.5,129.2,73.8,0.42,0.83,0.0,0.42,0.42,28.3,2.92,,0.42,0.0,0.0,0.0,0.42,0.0,1.67,0.42,0.83,0.0,0.0,0.0,2.92,0.83,0.42,66.7,215,LOW_MIN,-0.5625596668848311,14.772727272727273,-0.27503907548360157,38.88888888888889,33.64624505928854,88.0,36.0,OK
Nathan Patterson,everton,FB_WB,,FB_WIDE,204,sct SCO,DF,22.0,2001.0,10,3,347,3.9,0.0,0.26,0.26,0.0,0.0,0.0,0.26,0.0,0.03,0.03,0.1,0.13,1.54,3.33,4.62,0.0,0.26,0.26,0.0,0.26,0.02,0.11,0.13,0.02,0.13,DF,0.0,0.26,0.0,0.0,0.26,0.0,0.0,,16.8,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,,33.3,45.1,73.9,582.6,206.7,16.7,18.5,90.3,13.3,19.2,69.3,3.08,6.15,50.0,0.26,0.1,0.1,0.15,1.03,2.31,1.28,0.77,3.33,,45.1,34.4,10.8,0.0,0.26,0.0,3.59,10.8,0.0,0.0,0.0,0.0,33.3,0.0,0.0,,2.82,2.85,2.05,0.26,0.51,0.0,0.0,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,,2.82,1.54,1.79,1.03,0.0,1.79,3.59,50.0,1.79,0.51,0.0,0.51,0.51,3.33,1.79,0.0,,55.1,2.82,13.3,23.1,19.2,1.28,55.1,3.08,2.31,75.0,0.51,16.7,24.4,107.7,55.4,1.54,1.28,0.51,1.03,0.51,30.0,4.62,,0.26,0.0,0.0,1.54,0.26,0.0,3.59,0.51,1.54,0.0,0.0,0.0,3.08,0.26,1.79,12.5,347,LOW_MIN,-0.20967141896811492,40.909090909090914,-0.5031995157565057,14.285714285714285,22.873900293255133,88.0,21.0,OK
Issa Diop,fulham,CB,CB_DUEL,,230,fr FRA,DF,27.0,1997.0,21,15,1339,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.03,0.01,0.04,0.4,1.68,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,DF,0.0,0.34,0.13,40.0,0.34,0.13,0.0,0.0,10.7,0.0,0.0,0.0,0.03,0.03,0.11,-0.03,-0.03,,44.5,50.9,87.5,828.9,280.5,15.6,16.9,92.5,25.4,27.4,92.9,3.09,5.84,52.9,0.0,0.01,0.01,-0.01,0.2,2.89,0.07,0.0,1.68,,50.9,49.2,1.68,1.41,0.0,0.07,0.07,0.13,0.0,0.0,0.0,0.0,44.5,0.0,0.13,,0.4,0.4,0.34,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.74,0.81,1.21,0.54,0.0,0.87,1.21,72.2,0.34,0.67,0.47,0.2,0.6,2.35,4.83,0.13,,60.6,8.39,33.4,25.6,1.74,0.87,60.6,0.13,0.07,50.0,0.07,50.0,35.8,162.8,81.6,0.4,0.13,0.0,0.6,0.13,41.4,0.2,,0.13,0.0,0.0,0.67,0.27,0.0,0.07,0.6,0.81,0.0,0.0,0.07,3.02,1.34,0.81,62.5,1339,OK,-0.3005197348695408,28.57142857142857,0.20416783177596515,49.056603773584904,45.804988662131514,98.0,53.0,OK
Timothy Castagne,fulham,FB_WB,,FB_STAY_HOME,232,be BEL,DF,28.0,1995.0,24,17,1649,18.3,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.02,0.02,0.07,0.09,0.93,3.39,3.66,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,DF,0.0,0.44,0.16,37.5,0.44,0.16,0.0,0.0,14.0,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,,42.6,52.1,81.8,679.8,213.7,21.7,24.2,89.8,17.9,20.9,85.9,2.02,4.1,49.3,0.05,0.07,0.03,-0.01,0.49,2.79,0.27,0.16,3.39,,52.1,44.4,7.65,0.55,0.0,0.05,2.02,7.1,0.0,0.0,0.0,0.0,42.6,0.0,1.42,,1.37,1.36,1.15,0.0,0.05,0.11,0.05,0.0,0.16,0.16,0.11,0.0,0.0,0.05,0.0,0.0,,2.51,1.58,1.53,0.82,0.16,1.42,2.46,57.8,1.04,0.82,0.33,0.49,1.2,3.72,4.54,0.0,,63.6,5.03,24.5,25.2,14.2,1.75,63.6,0.66,0.27,41.7,0.27,41.7,29.9,119.7,57.0,0.93,0.82,0.11,0.82,0.27,36.3,3.66,,0.05,0.0,0.0,0.82,0.33,0.05,2.02,1.2,1.58,0.0,0.05,0.0,3.11,1.86,1.91,49.3,1649,OK,-0.2091954017706445,43.18181818181818,0.5794970983559405,88.88888888888889,78.95256916996047,88.0,36.0,OK
Kenny Tete,fulham,FB_WB,,FB_STAY_HOME,228,nl NED,DF,28.0,1995.0,22,21,1774,19.7,0.0,0.1,0.1,0.0,0.0,0.0,0.25,0.0,0.07,0.07,0.05,0.12,1.73,3.2,2.74,0.0,0.1,0.1,0.0,0.1,0.07,0.05,0.12,0.07,0.12,DF,0.0,1.22,0.1,8.3,1.22,0.1,0.0,0.0,15.5,0.0,0.0,0.0,0.07,0.07,0.06,-0.07,-0.07,,39.2,48.5,80.8,627.3,204.4,20.6,22.5,91.4,14.5,17.9,80.7,3.1,5.48,56.5,0.1,0.05,0.04,0.06,0.46,3.3,0.66,0.3,3.2,,48.5,40.6,7.77,0.3,0.05,0.1,1.93,7.46,0.0,0.0,0.0,0.0,39.2,0.2,1.17,,1.83,1.83,1.42,0.0,0.1,0.15,0.1,0.05,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,,2.84,1.93,1.47,0.71,0.66,1.17,1.93,60.5,0.76,1.57,0.61,0.96,1.62,4.47,3.4,0.0,,61.2,4.01,20.4,24.6,16.7,1.88,61.2,1.02,0.46,45.0,0.3,30.0,31.0,144.7,67.8,1.73,1.07,0.36,0.86,0.51,35.3,2.74,,0.25,0.0,0.0,1.78,0.81,0.05,1.93,1.62,1.93,0.0,0.0,0.0,3.76,1.22,1.12,52.2,1774,OK,-0.21260795886471878,39.77272727272727,0.4912319682654024,77.77777777777779,69.51581027667984,88.0,36.0,OK
Joachim Andersen,fulham,CB,CB_BUILDER,,234,dk DEN,DF,28.0,1996.0,29,29,2583,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.03,0.03,0.02,0.05,0.56,3.9,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,DF,0.0,0.66,0.14,21.1,0.66,0.14,0.0,0.0,15.1,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,,57.6,69.7,82.7,1270.8,503.0,15.9,17.3,91.8,32.0,34.3,93.2,9.37,17.0,55.2,0.0,0.02,0.02,-0.02,0.14,6.83,0.21,0.1,3.9,,69.7,65.9,3.55,2.82,0.0,1.22,0.42,0.31,0.0,0.0,0.0,0.0,57.6,0.24,0.28,,1.22,1.23,0.94,0.03,0.0,0.24,0.0,0.0,0.07,0.07,0.03,0.03,0.0,0.0,0.0,0.0,,0.94,0.63,0.7,0.21,0.03,0.52,0.84,62.5,0.31,1.29,0.98,0.31,1.18,2.13,6.55,0.03,,81.4,11.8,43.0,35.3,3.55,0.77,81.4,0.21,0.14,66.7,0.0,0.0,47.0,226.7,119.7,0.56,0.49,0.03,0.21,0.1,56.5,0.07,,0.21,0.03,0.0,0.63,0.66,0.0,0.42,1.18,0.63,0.0,0.03,0.03,4.25,2.44,1.36,64.2,2583,OK,0.7669941402436202,86.73469387755102,-0.5715935086242205,22.22222222222222,56.176154672395285,98.0,9.0,OK
Calvin Bassey,fulham,CB,CB_HYBRID,,233,ng NGA,DF,24.0,1999.0,35,34,3074,34.2,0.03,0.0,0.03,0.03,0.0,0.0,0.2,0.0,0.03,0.03,0.0,0.04,1.14,3.39,0.44,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,DF,0.03,0.41,0.12,28.6,0.41,0.12,0.07,0.25,15.3,0.0,0.0,0.0,0.03,0.03,0.07,0.0,0.0,,56.5,63.0,89.7,999.2,349.7,24.0,25.2,95.2,27.5,29.3,93.8,4.09,6.67,61.4,0.0,0.0,0.01,-0.0,0.09,4.44,0.09,0.0,3.39,,63.0,59.2,3.74,1.4,0.0,0.29,0.23,0.23,0.0,0.0,0.0,0.0,56.5,0.06,0.5,,0.67,0.67,0.56,0.03,0.06,0.0,0.0,0.03,0.09,0.09,0.06,0.0,0.0,0.0,0.0,0.03,,1.58,0.99,1.02,0.56,0.0,0.64,0.91,71.0,0.26,1.17,0.5,0.67,0.58,2.16,3.45,0.23,,72.0,9.47,35.2,33.7,3.86,0.56,72.0,0.96,0.44,45.5,0.32,33.3,45.9,240.1,144.4,1.14,0.58,0.15,0.99,0.23,50.2,0.44,,0.2,0.0,0.0,0.76,0.94,0.06,0.23,0.58,0.99,0.0,0.0,0.0,4.91,1.26,0.96,56.6,3074,OK,0.368603757166553,70.40816326530613,-0.07906017261501304,44.44444444444444,50.088731144631765,98.0,36.0,OK
Antonee Robinson,fulham,FB_WB,,FB_WIDE,229,us USA,DF,26.0,1997.0,36,35,3167,35.2,0.0,0.28,0.28,0.0,0.0,0.0,0.23,0.0,0.02,0.02,0.12,0.14,3.35,3.72,7.78,0.0,0.28,0.28,0.0,0.28,0.02,0.12,0.14,0.02,0.14,DF,0.0,0.45,0.06,12.5,0.45,0.06,0.0,0.0,22.1,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02,,45.3,59.0,76.8,778.0,284.6,21.7,25.0,86.6,19.3,24.2,79.5,3.81,6.79,56.1,0.28,0.12,0.12,0.16,1.22,3.27,1.59,0.82,3.72,,59.0,50.6,8.21,0.48,0.03,0.14,4.83,7.73,0.0,0.0,0.0,0.0,45.3,0.17,1.34,,2.27,2.27,2.1,0.03,0.06,0.06,0.0,0.03,0.31,0.31,0.31,0.0,0.0,0.0,0.0,0.0,,2.7,1.73,1.62,0.88,0.2,1.28,2.7,47.4,1.42,1.22,0.26,0.97,1.76,4.46,3.78,0.06,,71.7,3.95,23.5,26.8,22.4,1.99,71.7,2.36,1.08,45.8,0.97,41.0,38.2,209.1,120.2,3.35,1.73,0.85,1.25,0.57,42.9,7.78,,0.23,0.0,0.0,0.88,0.57,0.2,4.83,1.76,1.73,0.0,0.0,0.0,4.46,1.42,0.74,65.8,3167,OK,0.3165905376550672,77.27272727272727,-0.12302344919666504,47.61904761904761,57.184750733137825,88.0,21.0,OK
